source_id,source_label,target_id,target_label,relation,support,weight
e4ec4cec-9285-4a0f-b46a-e41838df98af,Quantum gates,844905af-98de-43dd-b6d8-a5792680fea4,Qubits,STUDIES,23,0.615
844905af-98de-43dd-b6d8-a5792680fea4,Qubits,a24536c5-e01e-429d-a29a-f43fa8bbf23f,Trapped ions,STUDIES,5,0.525
c9f142c1-4ecb-437a-8586-97957a1ebdba,Quantum control,a24536c5-e01e-429d-a29a-f43fa8bbf23f,Trapped ions,STUDIES,64,0.8200000000000001
fa74ced7-fb7d-48bb-a88e-d601c6ae2333,Quantum coherence & coherence measures,844905af-98de-43dd-b6d8-a5792680fea4,Qubits,STUDIES,8,0.54
fa74ced7-fb7d-48bb-a88e-d601c6ae2333,Quantum coherence & coherence measures,a24536c5-e01e-429d-a29a-f43fa8bbf23f,Trapped ions,STUDIES,10,0.55
77fabbae-1f98-4300-996c-9158ab52e6fc,Metamaterials,c2ed1d79-919b-4642-8549-2394977dd60c,Composite materials,STUDIES,12,0.56
5f099028-76e7-4a1c-b549-61c441f6241f,Radio frequency techniques,77fabbae-1f98-4300-996c-9158ab52e6fc,Metamaterials,STUDIES,27,0.635
e3571632-af1b-4c60-95c4-77d762f9fbc6,Plasmonics,77fabbae-1f98-4300-996c-9158ab52e6fc,Metamaterials,STUDIES,208,1.0
e3571632-af1b-4c60-95c4-77d762f9fbc6,Plasmonics,c2ed1d79-919b-4642-8549-2394977dd60c,Composite materials,STUDIES,5,0.525
5f099028-76e7-4a1c-b549-61c441f6241f,Radio frequency techniques,77fabbae-1f98-4300-996c-9158ab52e6fc,Metamaterials,PROBES,27,0.635
68cf8652-f610-49f1-91be-0b5229c168ba,Topological superconductors,5fa985c3-dc5a-43a0-8579-426758f721cf,Altermagnets,STUDIES,10,0.55
68cf8652-f610-49f1-91be-0b5229c168ba,Topological superconductors,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,STUDIES,160,1.0
0977007d-64b8-4e82-8ba0-f00ebd3c6a16,Bogoliubov-de Gennes equations,5fa985c3-dc5a-43a0-8579-426758f721cf,Altermagnets,PROBES,10,0.55
0977007d-64b8-4e82-8ba0-f00ebd3c6a16,Bogoliubov-de Gennes equations,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,PROBES,75,0.875
4dc047b5-2d27-4b49-b3d1-f8fa2fb4552d,Interatomic & molecular potentials,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,STUDIES,19,0.595
f57e61a6-b97a-4ffc-8a42-4f109d1b266a,Ultracold collisions,42e66168-abfd-4328-aa9d-f6fc3a077f75,Molecules,STUDIES,52,0.76
cac7f673-4cd1-47b8-9de3-9f9785aea585,Atomic & molecular clusters,42e66168-abfd-4328-aa9d-f6fc3a077f75,Molecules,STUDIES,15,0.575
cac7f673-4cd1-47b8-9de3-9f9785aea585,Atomic & molecular clusters,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,STUDIES,11,0.555
a873b833-e42e-448a-8981-b2ab2996ee19,Potential energy surfaces,42e66168-abfd-4328-aa9d-f6fc3a077f75,Molecules,STUDIES,37,0.685
ae589249-804f-4a7c-94d7-f882ecc129be,Quantum chemistry methods,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,PROBES,8,0.54
afe8a790-f3c8-4262-92e4-315c228b1a3d,Coupled cluster,42e66168-abfd-4328-aa9d-f6fc3a077f75,Molecules,PROBES,14,0.5700000000000001
43744bc4-ba33-470f-817c-315be56cf759,Hartree-Fock methods,42e66168-abfd-4328-aa9d-f6fc3a077f75,Molecules,PROBES,28,0.64
43744bc4-ba33-470f-817c-315be56cf759,Hartree-Fock methods,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,PROBES,13,0.565
9e019803-f9d8-4802-b1ac-d2c035d9508f,Electronic structure,058ed75d-2876-47c0-ad3b-d1b56d98ace5,Layered semiconductors,STUDIES,35,0.675
c33a7211-ebcd-4336-917d-a75ecb1e50c4,Scanning tunneling microscopy,058ed75d-2876-47c0-ad3b-d1b56d98ace5,Layered semiconductors,PROBES,6,0.53
d6476a85-9182-4287-90e8-9f22b6ea045e,Scanning tunneling spectroscopy,058ed75d-2876-47c0-ad3b-d1b56d98ace5,Layered semiconductors,PROBES,6,0.53
05d1f0ed-0bf5-4c6d-9e38-a9cf3a67eb5f,Density functional theory,058ed75d-2876-47c0-ad3b-d1b56d98ace5,Layered semiconductors,PROBES,24,0.62
b35238d0-83c7-4412-b293-c7d42fa92c62,Magnetism,55098dd9-c475-4c59-8f1d-f831c1f08ca4,Lanthanides,STUDIES,8,0.54
b72a2d57-f47e-4e87-9a43-f8320d817bae,Drop & bubble phenomena,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,163,1.0
b72a2d57-f47e-4e87-9a43-f8320d817bae,Drop & bubble phenomena,3f172ca2-7eb2-47a7-8beb-702e9855be1b,Liquid-solid interfaces,STUDIES,16,0.58
4c251551-f31e-43ab-a789-701616a6cea1,Drop breakup,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,65,0.825
4c251551-f31e-43ab-a789-701616a6cea1,Drop breakup,b64f00ec-a5b9-49e8-8c70-1953b3e793e3,Gas-liquid interfaces,STUDIES,6,0.53
a9a585dd-c63b-4f55-b590-8c6538e00a5f,Drop or bubble formation,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,16,0.58
246ded35-faf5-4395-a28d-c69e648998a0,Capillary interactions,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,26,0.63
246ded35-faf5-4395-a28d-c69e648998a0,Capillary interactions,b64f00ec-a5b9-49e8-8c70-1953b3e793e3,Gas-liquid interfaces,STUDIES,10,0.55
246ded35-faf5-4395-a28d-c69e648998a0,Capillary interactions,3f172ca2-7eb2-47a7-8beb-702e9855be1b,Liquid-solid interfaces,STUDIES,5,0.525
8f585b75-23e9-4388-afe5-364824c412da,Surface tension effects,b64f00ec-a5b9-49e8-8c70-1953b3e793e3,Gas-liquid interfaces,STUDIES,17,0.585
7dfdd1db-3f72-4352-ae84-b3a05e0543ac,Contact line dynamics,3f172ca2-7eb2-47a7-8beb-702e9855be1b,Liquid-solid interfaces,STUDIES,7,0.535
94702848-fa1d-45fb-ba9c-9130705746da,Liquid bridges,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,17,0.585
131dafdf-93a4-4e0a-bba0-a8b40cb90b6c,Wetting,b64f00ec-a5b9-49e8-8c70-1953b3e793e3,Gas-liquid interfaces,STUDIES,20,0.6
131dafdf-93a4-4e0a-bba0-a8b40cb90b6c,Wetting,3f172ca2-7eb2-47a7-8beb-702e9855be1b,Liquid-solid interfaces,STUDIES,23,0.615
2940889f-926f-4022-8308-b366eed4c205,Elastic deformation,98cac094-ec9c-4f37-adf7-eed968f89359,Drops & bubbles,STUDIES,6,0.53
2940889f-926f-4022-8308-b366eed4c205,Elastic deformation,fd960e5c-b282-401a-8c54-4998af6cee06,Fibers,STUDIES,8,0.54
2940889f-926f-4022-8308-b366eed4c205,Elastic deformation,3f172ca2-7eb2-47a7-8beb-702e9855be1b,Liquid-solid interfaces,STUDIES,10,0.55
78cb9147-814a-4a0f-b143-67b1ddf5c5a4,Electric polarization,8725a823-2f22-4e9a-b371-25929a4f5a36,Organic semiconductors,STUDIES,9,0.545
a8c79e8a-73ed-4190-8e3c-6fa1bef601d1,Chemical reactions,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,STUDIES,9,0.545
684c842a-625c-4cd3-bf2a-c64bbcbc1c24,Phonons,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,STUDIES,7,0.535
dfbf780b-81e5-4126-a90d-9493d9e792b9,Rabi model,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,PROBES,7,0.535
7fd2a423-32c8-433f-8425-ff2941c9c247,Nonperturbative methods,b5856dca-6e2d-4d5a-819c-c31543640df8,Ultracold gases,PROBES,48,0.74
f88f9d2e-9c55-48d2-aab4-c24fba575e45,Cavity quantum electrodynamics,c11c0316-b13a-4bf0-bb55-1f650a059352,Quantum wells,STUDIES,10,0.55
25bc4713-6ee8-4a66-8ab3-a3e33090c90e,Effective field theory,303ae788-385a-47c3-8e25-031548d8677f,6 ≤ A ≤ 19,MEASURES,21,0.605
f5523cbb-df53-402a-8b99-d9a6efb8c1e4,Ab initio calculations,303ae788-385a-47c3-8e25-031548d8677f,6 ≤ A ≤ 19,MEASURES,59,0.7949999999999999
9e019803-f9d8-4802-b1ac-d2c035d9508f,Electronic structure,12721ec5-11d3-484a-9ea9-a7bea1986722,Semiconductors,STUDIES,350,1.0
fd0f44b5-9098-4988-932d-dae0d0256746,High-order harmonic generation,12721ec5-11d3-484a-9ea9-a7bea1986722,Semiconductors,STUDIES,25,0.625
3832d910-2919-412b-adbc-46991a922260,Time-dependent DFT,12721ec5-11d3-484a-9ea9-a7bea1986722,Semiconductors,PROBES,19,0.595
d1dc41a8-e63f-419e-88a5-8e7aeb3cd01d,Fluid-particle interactions,52399a41-c27b-49c2-96c3-120524795d0b,Complex fluids,STUDIES,45,0.725
15ac2674-419f-4fe1-b73b-99c33fe6b8df,Nonlinear dynamics in fluids,52399a41-c27b-49c2-96c3-120524795d0b,Complex fluids,STUDIES,8,0.54
eda3782d-bea8-440d-b146-496ce7370741,Optical phonons,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,STUDIES,12,0.56
eda3782d-bea8-440d-b146-496ce7370741,Optical phonons,4256a82c-21ec-4a71-a5b0-e732abaa848b,Magnetic insulators,STUDIES,6,0.53
51a71a1e-b8e4-4a7f-8266-2cc5a0b67c81,Magnons,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,STUDIES,233,1.0
51a71a1e-b8e4-4a7f-8266-2cc5a0b67c81,Magnons,4256a82c-21ec-4a71-a5b0-e732abaa848b,Magnetic insulators,STUDIES,192,1.0
36b1df63-f80c-4483-a31f-56a69281602c,Spin reorientation transition,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,STUDIES,5,0.525
a475f4df-cfe6-4370-8745-220c6daada66,Spin-phonon coupling,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,STUDIES,17,0.585
a475f4df-cfe6-4370-8745-220c6daada66,Spin-phonon coupling,4256a82c-21ec-4a71-a5b0-e732abaa848b,Magnetic insulators,STUDIES,9,0.545
50f22423-51dd-440c-a869-bb9c157808bb,Density functional calculations,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,PROBES,64,0.8200000000000001
50f22423-51dd-440c-a869-bb9c157808bb,Density functional calculations,4256a82c-21ec-4a71-a5b0-e732abaa848b,Magnetic insulators,PROBES,18,0.59
e440c22f-66d8-4c2d-bf97-f7ff1e23db30,Fourier transform infrared spectroscopy,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,PROBES,11,0.555
8c2c45c3-8b11-425e-b5d8-9faec4b6dcfd,Raman spectroscopy,12e5d5fb-76a6-45d8-bd73-142f26c69131,Antiferromagnets,PROBES,55,0.775
8c2c45c3-8b11-425e-b5d8-9faec4b6dcfd,Raman spectroscopy,4256a82c-21ec-4a71-a5b0-e732abaa848b,Magnetic insulators,PROBES,20,0.6
37132a04-c784-4f13-aaf4-d75163a8b144,Surface plasmons,4fd30a9d-7de5-44a0-82dd-d4b18d88721b,Nanoparticles,STUDIES,37,0.685
2344c13c-dcdb-44f5-afad-7c4f273664da,Scanning transmission electron microscopy,4fd30a9d-7de5-44a0-82dd-d4b18d88721b,Nanoparticles,PROBES,8,0.54
8d9a5500-7204-4ae4-8a93-388da8f8d432,Electron energy loss spectroscopy,4fd30a9d-7de5-44a0-82dd-d4b18d88721b,Nanoparticles,PROBES,10,0.55
26346c2a-8c52-49e7-b58d-cd91183e792e,Discrete dipole approximation,4fd30a9d-7de5-44a0-82dd-d4b18d88721b,Nanoparticles,PROBES,14,0.5700000000000001
58e53b96-a1ff-46ed-8659-fc631cef385d,Topological phase transition,6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,STUDIES,57,0.7849999999999999
2ac8fe5c-f63f-4ae6-9b8e-753e85cb9c52,Su-Schrieffer-Heeger model,6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,PROBES,21,0.605
5cedebeb-56df-4037-a9f7-803a10b9e13c,Nonrelativistic QCD,acc11cac-50ec-41cf-b918-9df5ef23c15d,Quarkonia,STUDIES,61,0.8049999999999999
83c64883-5507-43f8-92bc-ae9f5ae03f02,Particle interactions,acc11cac-50ec-41cf-b918-9df5ef23c15d,Quarkonia,STUDIES,20,0.6
74f884e0-6764-4962-a081-b198cca267c3,Quantum chromodynamics,acc11cac-50ec-41cf-b918-9df5ef23c15d,Quarkonia,STUDIES,55,0.775
f5523cbb-df53-402a-8b99-d9a6efb8c1e4,Ab initio calculations,305753ba-ca44-404e-80f2-7c992baa34ba,A ≤ 5,MEASURES,44,0.72
8c2c45c3-8b11-425e-b5d8-9faec4b6dcfd,Raman spectroscopy,db17b5e9-6a3a-4396-b68c-6e98e8f2e7ab,Chiral symmetry,MEASURES,5,0.525
bd03ea46-2406-4a24-8307-05b2b498fb4e,Nonlinear optics,14f2d37c-640c-4887-9945-11273baedfeb,Elemental semiconductors,STUDIES,12,0.56
bd03ea46-2406-4a24-8307-05b2b498fb4e,Nonlinear optics,08087671-73b2-4a66-a8ae-079c75cb9b33,Thin films,STUDIES,11,0.555
07396f85-99a2-483d-be5b-3725e182caa3,"Light propagation, transmission & absorption",08087671-73b2-4a66-a8ae-079c75cb9b33,Thin films,STUDIES,11,0.555
a38dc017-3236-4084-afc5-eb59c5de51e0,Optical techniques,08087671-73b2-4a66-a8ae-079c75cb9b33,Thin films,PROBES,14,0.5700000000000001
2d9d8831-55f4-48d1-b48a-639618697882,Reflectivity,14f2d37c-640c-4887-9945-11273baedfeb,Elemental semiconductors,PROBES,6,0.53
2d9d8831-55f4-48d1-b48a-639618697882,Reflectivity,08087671-73b2-4a66-a8ae-079c75cb9b33,Thin films,PROBES,10,0.55
4f05e51d-a3d3-4c89-bbeb-bbfa122e6791,Femtosecond laser spectroscopy,08087671-73b2-4a66-a8ae-079c75cb9b33,Thin films,PROBES,5,0.525
17c60544-56fd-45e2-853d-30c986f5ab63,Collective models,3346188e-2ca7-426d-a1c6-9da0e28f25c4,90 ≤ A ≤ 149,MEASURES,153,1.0
92927025-018a-4b9f-b617-c4a768530654,Magnetic phase transitions,f28f4f1e-8eef-4fce-8661-07f5751ad90a,Perovskites,STUDIES,36,0.6799999999999999
2cb8570a-bc2f-41ab-a3f1-1467b288c3f0,Electron-phonon coupling,220659d8-380e-4952-b916-494295ff4fc5,Transition metal oxides,STUDIES,10,0.55
2cb8570a-bc2f-41ab-a3f1-1467b288c3f0,Electron-phonon coupling,29bd219f-a624-4ef5-b4c5-f9049f2be66e,Strongly correlated systems,STUDIES,73,0.865
9e019803-f9d8-4802-b1ac-d2c035d9508f,Electronic structure,220659d8-380e-4952-b916-494295ff4fc5,Transition metal oxides,STUDIES,131,1.0
55bba34b-0d31-428f-a430-4f502667434a,First-principles calculations,220659d8-380e-4952-b916-494295ff4fc5,Transition metal oxides,PROBES,81,0.905
aaff2519-9891-4d4e-a067-1ea36b6b08d4,Density of states,2250b5f3-dfa1-4ca7-bedf-fff5d41bd6ea,Superconductors,STUDIES,55,0.775
aaff2519-9891-4d4e-a067-1ea36b6b08d4,Density of states,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,STUDIES,12,0.56
ae26b7a8-0016-4431-ab95-a06d85739ab2,van Hove singularity,2250b5f3-dfa1-4ca7-bedf-fff5d41bd6ea,Superconductors,STUDIES,9,0.545
ae26b7a8-0016-4431-ab95-a06d85739ab2,van Hove singularity,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,STUDIES,5,0.525
8c2c45c3-8b11-425e-b5d8-9faec4b6dcfd,Raman spectroscopy,2250b5f3-dfa1-4ca7-bedf-fff5d41bd6ea,Superconductors,PROBES,21,0.605
8c2c45c3-8b11-425e-b5d8-9faec4b6dcfd,Raman spectroscopy,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,PROBES,19,0.595
c8af0d4b-24a3-4374-9cc3-b8de5f2dd341,Linear response theory,2250b5f3-dfa1-4ca7-bedf-fff5d41bd6ea,Superconductors,PROBES,7,0.535
c8af0d4b-24a3-4374-9cc3-b8de5f2dd341,Linear response theory,7d961f4e-e5a1-4405-826f-e054c0e90dff,Unconventional superconductors,PROBES,7,0.535
062f0300-c33d-4782-b24c-43996b0469f3,Turbulence,026384c2-5a28-4069-b909-e6872fec566d,Classical fluids,STUDIES,21,0.605
f2a9db78-1651-4a94-b66e-3e3d72056760,Phase transitions,026384c2-5a28-4069-b909-e6872fec566d,Classical fluids,STUDIES,18,0.59
f2a9db78-1651-4a94-b66e-3e3d72056760,Phase transitions,3c88d04a-17da-443c-8428-781247d46a8a,Nonequilibrium lattice models,STUDIES,39,0.6950000000000001
50ba3f74-7f31-4857-8a75-b2b007348981,Renormalization group,026384c2-5a28-4069-b909-e6872fec566d,Classical fluids,STUDIES,5,0.525
50ba3f74-7f31-4857-8a75-b2b007348981,Renormalization group,3c88d04a-17da-443c-8428-781247d46a8a,Nonequilibrium lattice models,STUDIES,10,0.55
50ba3f74-7f31-4857-8a75-b2b007348981,Renormalization group,026384c2-5a28-4069-b909-e6872fec566d,Classical fluids,PROBES,5,0.525
50ba3f74-7f31-4857-8a75-b2b007348981,Renormalization group,3c88d04a-17da-443c-8428-781247d46a8a,Nonequilibrium lattice models,PROBES,10,0.55
d7fb198e-02ff-4cb4-abf1-458dd06eebc4,Scaling methods,026384c2-5a28-4069-b909-e6872fec566d,Classical fluids,PROBES,5,0.525
d7fb198e-02ff-4cb4-abf1-458dd06eebc4,Scaling methods,3c88d04a-17da-443c-8428-781247d46a8a,Nonequilibrium lattice models,PROBES,16,0.58
cd1858f1-89e4-4b0e-864a-b5a4a73de5a8,Nuclear data analysis & compilation,3346188e-2ca7-426d-a1c6-9da0e28f25c4,90 ≤ A ≤ 149,MEASURES,44,0.72
aaff2519-9891-4d4e-a067-1ea36b6b08d4,Density of states,6a71ea1b-05e8-49de-92a8-87e5306cc3e3,Single crystal materials,STUDIES,40,0.7
16575cae-b51f-473c-975c-dcbf05d2de80,Band gap,6a71ea1b-05e8-49de-92a8-87e5306cc3e3,Single crystal materials,STUDIES,17,0.585
ec7bdbfa-adc2-4597-ac5f-47dbc90bb38c,Local density of states,6a71ea1b-05e8-49de-92a8-87e5306cc3e3,Single crystal materials,STUDIES,5,0.525
581a0b5b-0b7f-4ff7-a192-8b5ad1c6252c,Photoinduced effect,6a71ea1b-05e8-49de-92a8-87e5306cc3e3,Single crystal materials,STUDIES,5,0.525
eef7c13b-c67f-4d33-be97-76cee58e700a,Surface & interfacial phenomena,6a71ea1b-05e8-49de-92a8-87e5306cc3e3,Single crystal materials,STUDIES,20,0.6
cc5d7ae7-fbc6-4c73-8de5-c5ce3015cd05,Packing & jamming problems,f7719ae3-8715-4b68-a9bc-df0e56f8033c,Glassy systems,STUDIES,6,0.53
cd403d00-d86b-41dc-a6fb-72bc3a302627,Nonequilibrium & irreversible thermodynamics,f7719ae3-8715-4b68-a9bc-df0e56f8033c,Glassy systems,STUDIES,7,0.535
7e2374d5-2769-48f1-bd04-1d8f3a57e280,Molecular dynamics,f7719ae3-8715-4b68-a9bc-df0e56f8033c,Glassy systems,PROBES,65,0.825
7e2374d5-2769-48f1-bd04-1d8f3a57e280,Molecular dynamics,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,PROBES,5,0.525
85f8341d-5dbc-427c-96ab-511220fd44b6,Shell model,a85fe3bc-6d49-4059-b83e-a83bb9e995f8,Form factors,MEASURES,6,0.53
7e6b9882-5ee7-49c9-abdf-a4b202524e08,Bayesian methods,a85fe3bc-6d49-4059-b83e-a83bb9e995f8,Form factors,MEASURES,7,0.535
6beb8b63-e263-43d9-a1f6-2d9ddead05e5,Superconducting qubits,6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,STUDIES,18,0.59
1bb6c922-68ec-4ff4-9c63-4e79a313864d,Josephson junctions,6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,STUDIES,44,0.72
a3cc729c-98ea-421a-ac1b-df399f62721d,Superconducting devices,6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,STUDIES,45,0.725
6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,6beb8b63-e263-43d9-a1f6-2d9ddead05e5,Superconducting qubits,STUDIES,18,0.59
6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,1bb6c922-68ec-4ff4-9c63-4e79a313864d,Josephson junctions,STUDIES,44,0.72
6f9f6f47-3cea-43a9-9739-d594e6448ec6,Tunnel junctions,a3cc729c-98ea-421a-ac1b-df399f62721d,Superconducting devices,STUDIES,45,0.725
90bf01d7-2a57-43ee-962e-c320e30b586c,Quantum master equation,6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,STUDIES,16,0.58
6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,db17b5e9-6a3a-4396-b68c-6e98e8f2e7ab,Chiral symmetry,EXHIBITS,7,0.535
90bf01d7-2a57-43ee-962e-c320e30b586c,Quantum master equation,6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,PROBES,16,0.58
db17b5e9-6a3a-4396-b68c-6e98e8f2e7ab,Chiral symmetry,6d0b28b1-a3eb-40f1-bf96-43308f5d2c56,Non-Hermitian systems,PROBES,7,0.535
8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,15,0.575
8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,6,0.53
8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,31,0.655
205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,9,0.545
205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,7,0.535
205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,32,0.66
1cef0413-aa47-4526-8ef8-785465baa968,Neuronal dynamics,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,21,0.605
1cef0413-aa47-4526-8ef8-785465baa968,Neuronal dynamics,f38e82e9-5671-4568-a915-1b4d5355f4d8,Random graphs,STUDIES,5,0.525
1cef0413-aa47-4526-8ef8-785465baa968,Neuronal dynamics,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,48,0.74
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,STUDIES,23,0.615
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,STUDIES,15,0.575
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,13,0.565
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,15,0.575
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,74a6313f-90ff-426a-9577-538d006bde5e,Complex networks,STUDIES,8,0.54
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,f38e82e9-5671-4568-a915-1b4d5355f4d8,Random graphs,STUDIES,12,0.56
5b214695-f1bb-4a5b-a178-f1c242e9546e,Collective behavior in networks,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,7,0.535
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,STUDIES,25,0.625
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,STUDIES,21,0.605
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,18,0.59
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,11,0.555
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,74a6313f-90ff-426a-9577-538d006bde5e,Complex networks,STUDIES,8,0.54
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,f38e82e9-5671-4568-a915-1b4d5355f4d8,Random graphs,STUDIES,5,0.525
27c445f4-a41d-4b4c-881f-aa74fc493d6d,Dynamics of networks,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,7,0.535
376c5d7d-24b3-40a2-a82d-a517ac25dbad,"Neuroscience, neural computation & artificial intelligence",50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,5,0.525
376c5d7d-24b3-40a2-a82d-a517ac25dbad,"Neuroscience, neural computation & artificial intelligence",f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,27,0.635
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,8b374c75-8448-476e-a872-f15b0cf5a5fe,Biological neural networks,STUDIES,15,0.575
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,205e6918-12a2-4f4c-9795-8f723f476866,Neuronal network activity,STUDIES,9,0.545
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,5,0.525
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,74a6313f-90ff-426a-9577-538d006bde5e,Complex networks,STUDIES,10,0.55
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,f38e82e9-5671-4568-a915-1b4d5355f4d8,Random graphs,STUDIES,6,0.53
50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,6,0.53
5b3df46f-4812-4196-8c68-7fb8577cdd80,Synchronization,50cc79d6-1a27-4ef3-9ea8-40f8f29ce40e,Population dynamics,STUDIES,30,0.65
5b3df46f-4812-4196-8c68-7fb8577cdd80,Synchronization,b25ae464-8a45-4e8e-8efe-63d0f4714f01,Networks & random structures,STUDIES,7,0.535
5b3df46f-4812-4196-8c68-7fb8577cdd80,Synchronization,74a6313f-90ff-426a-9577-538d006bde5e,Complex networks,STUDIES,10,0.55
5b3df46f-4812-4196-8c68-7fb8577cdd80,Synchronization,f37bf9ba-5b81-40a7-89b4-acdb9181a88e,Spiking neurons,STUDIES,14,0.5700000000000001
