entityLabel	propLabel	valueLabel	entity	prop	value
Schrödinger equation	image	http://commons.wikimedia.org/wiki/Special:FilePath/StationaryStatesAnimation.gif	Q165498	P18	http://commons.wikimedia.org/wiki/Special:FilePath/StationaryStatesAnimation.gif
Schrödinger equation	image	http://commons.wikimedia.org/wiki/Special:FilePath/Wavepacket-a2k4-en.gif	Q165498	P18	http://commons.wikimedia.org/wiki/Special:FilePath/Wavepacket-a2k4-en.gif
Schrödinger equation	named after	Erwin Schrödinger	Q165498	P138	http://www.wikidata.org/entity/Q9130
Schrödinger equation	GND ID	4053332-3	Q165498	P227	4053332-3
Schrödinger equation	Library of Congress authority ID	sh85118495	Q165498	P244	sh85118495
Standard Model	image	http://commons.wikimedia.org/wiki/Special:FilePath/Formula%20for%20a%20Lagrangian%20in%20Yang-Mills%20theory.jpg	Q18338	P18	http://commons.wikimedia.org/wiki/Special:FilePath/Formula%20for%20a%20Lagrangian%20in%20Yang-Mills%20theory.jpg
Standard Model	instance of	theory	Q18338	P31	http://www.wikidata.org/entity/Q17737
Standard Model	instance of	scientific model	Q18338	P31	http://www.wikidata.org/entity/Q193946
Standard Model	GND ID	4297710-1	Q18338	P227	4297710-1
Standard Model	Library of Congress authority ID	sh91002552	Q18338	P244	sh91002552
Standard Model	Bibliothèque nationale de France ID	123191834	Q18338	P268	123191834
Standard Model	Commons category	Standard Model (physics)	Q18338	P373	Standard Model (physics)
Standard Model	BNCF Thesaurus ID	54383	Q18338	P508	54383
Standard Model	Freebase ID	/m/0ct8_	Q18338	P646	/m/0ct8_
Standard Model	topic's main category	Category:Standard Model	Q18338	P910	http://www.wikidata.org/entity/Q7483222
Standard Model	Commons gallery	Standard Model	Q18338	P935	Standard Model
Standard Model	Dewey Decimal Classification	530.142	Q18338	P1036	530.142
Standard Model	Encyclopædia Britannica Online ID	science/Standard-Model	Q18338	P1417	science/Standard-Model
Standard Model	topic has template	Template:Standard model of particle physics	Q18338	P1424	http://www.wikidata.org/entity/Q6509732
Standard Model	topic has template	Template:Standard model of physics	Q18338	P1424	http://www.wikidata.org/entity/Q22727045
Standard Model	Stack Exchange tag	https://physics.stackexchange.com/tags/standard-model	Q18338	P1482	https://physics.stackexchange.com/tags/standard-model
Standard Model	short name	SM	Q18338	P1813	SM
Standard Model	short name	SM	Q18338	P1813	SM
Standard Model	short name	СМ	Q18338	P1813	СМ
Standard Model	YSO ID	27292	Q18338	P2347	27292
Standard Model	studied by	particle physics	Q18338	P2579	http://www.wikidata.org/entity/Q18334
Standard Model	Great Russian Encyclopedia Online ID (2017)	4162846	Q18338	P2924	4162846
Standard Model	JSTOR topic ID (archived)	standard-model-of-particle-physics	Q18338	P3827	standard-model-of-particle-physics
Standard Model	Great Norwegian Encyclopedia ID	standardmodellen	Q18338	P4342	standardmodellen
Standard Model	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q18338	P5008	http://www.wikidata.org/entity/Q6173448
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-nl.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-nl.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%95%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%A8.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A4%AE%E0%A4%BE%E0%A4%A8%E0%A4%95%20%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%A4%E0%A4%BF%E0%A4%AE%E0%A4%BE%E0%A4%A8.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A6%A3%E0%A6%BE%E0%A6%B0%20%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A6%B8%E0%A6%82%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87%E0%A6%AA.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%95%E0%A6%A3%E0%A6%BE%E0%A6%B0%20%E0%A6%B8%E0%A6%BE%E0%A6%B0%E0%A6%B8%E0%A6%82%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A7%87%E0%A6%AA.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Czastki%20elementarne%20modelu%20standardowego.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Czastki%20elementarne%20modelu%20standardowego.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary-particle-interactions-is.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary-particle-interactions-is.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20gl.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20gl.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20in%20the%20Standard%20Model%20hy.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20in%20the%20Standard%20Model%20hy.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20in%20the%20Standard%20Model%20mk.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Elementary%20particle%20interactions%20in%20the%20Standard%20Model%20mk.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Lepton.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Lepton.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Mod%C3%A8le%20standard%20des%20particules%20%C3%A9l%C3%A9mentaires.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Mod%C3%A8le%20standard%20des%20particules%20%C3%A9l%C3%A9mentaires.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Modello%20Standard%20delle%20Particelle%20Elementari.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Modello%20Standard%20delle%20Particelle%20Elementari.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Modelo%20standard%20particulas%20subat%C3%B3micas.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Modelo%20standard%20particulas%20subat%C3%B3micas.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Modelul%20standard%20al%20particulelor%20fundamentale.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Modelul%20standard%20al%20particulelor%20fundamentale.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Oinarrizko%20partikulen%20eredu%20estandarra%20%28ZTH%29.jpg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Oinarrizko%20partikulen%20eredu%20estandarra%20%28ZTH%29.jpg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Partikler%20i%20standardmodellen.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Partikler%20i%20standardmodellen.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Partikloj%20la%C5%AD%20Standarda%20Modelo.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Partikloj%20la%C5%AD%20Standarda%20Modelo.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ar.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ar.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ca.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ca.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-de.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-de.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-et.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-et.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ga.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ga.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-he.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-he.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-id.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-id.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ja.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ja.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-lt.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-lt.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-lu.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-lu.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ml.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-ml.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-pt-br.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-pt-br.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-vi.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles-vi.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20-%20sk.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20-%20sk.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20%28fi%29.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20%28fi%29.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20afr.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20afr.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20hr.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20hr.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20hu.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20hu.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20ru.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20ru.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20tr.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20tr.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20uk.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20uk.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20zh-hans.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20zh-hans.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20zh-hant.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20of%20Elementary%20Particles%20zh-hant.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20Particles%20%28And%20Beyond%29.jpg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Model%20Particles%20%28And%20Beyond%29.jpg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Modellen.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standard%20Modellen.png
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Standardmodellens-elementarpartiklar.svg	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Standardmodellens-elementarpartiklar.svg
Standard Model	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%AF%D9%84%20%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%A7%D8%B1%D8%AF%20%D8%B0%D8%B1%D8%A7%D8%AA%20%D8%A8%D9%86%DB%8C%D8%A7%D8%AF%DB%8C%20%D9%86%D8%B3%D8%AE%D9%87%20%D8%AA%D8%BA%DB%8C%DB%8C%D8%B1%DB%8C%D8%A7%D9%81%D8%AA%D9%87.png	Q18338	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/%D9%85%D8%AF%D9%84%20%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%A7%D8%B1%D8%AF%20%D8%B0%D8%B1%D8%A7%D8%AA%20%D8%A8%D9%86%DB%8C%D8%A7%D8%AF%DB%8C%20%D9%86%D8%B3%D8%AE%D9%87%20%D8%AA%D8%BA%DB%8C%DB%8C%D8%B1%DB%8C%D8%A7%D9%81%D8%AA%D9%87.png
Standard Model	Larousse ID	divers/modèle_standard/187733	Q18338	P6058	divers/modèle_standard/187733
Standard Model	Microsoft Academic ID (discontinued)	506670242	Q18338	P6366	506670242
Standard Model	Brilliant Wiki ID	standard-model	Q18338	P6564	standard-model
Standard Model	De Agostini ID	modello+standard	Q18338	P6706	modello+standard
Standard Model	NicoNicoPedia ID	標準模型	Q18338	P6900	標準模型
Standard Model	Online PWN Encyclopedia ID	3978924	Q18338	P7305	3978924
Standard Model	RationalWiki ID	Standard_Model	Q18338	P7775	Standard_Model
Standard Model	National Library of Israel J9U ID	987007556113005171	Q18338	P8189	987007556113005171
Standard Model	Lex ID	standardmodellen	Q18338	P8313	standardmodellen
Standard Model	KBpedia ID	StandardModel	Q18338	P8408	StandardModel
Standard Model	Namuwiki ID	표준 모형	Q18338	P8885	표준 모형
Standard Model	Enciclopedia della Scienza e della Tecnica ID	modello-standard	Q18338	P10037	modello-standard
Standard Model	ScienceDirect topic ID	physics-and-astronomy/standard-model-particle-physics	Q18338	P10376	physics-and-astronomy/standard-model-particle-physics
Standard Model	Encyclopedia of China (Third Edition) ID	144922	Q18338	P10565	144922
Standard Model	Yale LUX ID	concept/4d2f97f6-6f3a-4ed3-ac65-9efbae7e5f83	Q18338	P13591	concept/4d2f97f6-6f3a-4ed3-ac65-9efbae7e5f83
quantum entanglement	instance of	physical phenomenon	Q215675	P31	http://www.wikidata.org/entity/Q1293220
quantum entanglement	GND ID	4409616-1	Q215675	P227	4409616-1
quantum entanglement	Library of Congress authority ID	sh2011004527	Q215675	P244	sh2011004527
quantum entanglement	Bibliothèque nationale de France ID	166658073	Q215675	P268	166658073
quantum entanglement	IdRef ID	166990337	Q215675	P269	166990337
quantum entanglement	subclass of	quantum information	Q215675	P279	http://www.wikidata.org/entity/Q2122243
quantum entanglement	Commons category	Quantum entanglement	Q215675	P373	Quantum entanglement
quantum entanglement	pronunciation audio	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q150%20%28fra%29-Beno%C3%AEt%20Prieur-Intrication%20quantique.wav	Q215675	P443	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q150%20%28fra%29-Beno%C3%AEt%20Prieur-Intrication%20quantique.wav
quantum entanglement	BNCF Thesaurus ID	49461	Q215675	P508	49461
quantum entanglement	Freebase ID	/m/06bh9	Q215675	P646	/m/06bh9
quantum entanglement	Dewey Decimal Classification	530.12	Q215675	P1036	530.12
quantum entanglement	Gran Enciclopèdia Catalana ID (former scheme)	0517581	Q215675	P1296	0517581
quantum entanglement	Encyclopædia Britannica Online ID	topic/quantum-entanglement	Q215675	P1417	topic/quantum-entanglement
quantum entanglement	Stack Exchange tag	https://physics.stackexchange.com/tags/quantum-entanglement	Q215675	P1482	https://physics.stackexchange.com/tags/quantum-entanglement
quantum entanglement	Stack Exchange tag	https://quantumcomputing.stackexchange.com/tags/entanglement	Q215675	P1482	https://quantumcomputing.stackexchange.com/tags/entanglement
quantum entanglement	FAST ID	1895138	Q215675	P2163	1895138
quantum entanglement	YSO ID	38828	Q215675	P2347	38828
quantum entanglement	defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi mathvariant="normal">&#x2203;</mi><mo stretchy="false">|</mo><mi>&#x03C8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2208;</mo><mrow data-mjx-texclass="ORD"><mi data-mjx-variant="-tex-calligraphic">ℋ</mi></mrow><mo>,</mo><mo stretchy="false">|</mo><mi>&#x03C7;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2208;</mo><msup><mrow data-mjx-texclass="ORD"><mi data-mjx-variant="-tex-calligraphic">ℋ</mi></mrow><mo>&#x2032;</mo></msup><mo stretchy="false">&#x003A;</mo><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">=</mo><mo stretchy="false">|</mo><mi>&#x03C8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2297;</mo><mo stretchy="false">|</mo><mi>&#x03C7;</mi><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>	Q215675	P2534	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi mathvariant="normal">&#x2203;</mi><mo stretchy="false">|</mo><mi>&#x03C8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2208;</mo><mrow data-mjx-texclass="ORD"><mi data-mjx-variant="-tex-calligraphic">ℋ</mi></mrow><mo>,</mo><mo stretchy="false">|</mo><mi>&#x03C7;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2208;</mo><msup><mrow data-mjx-texclass="ORD"><mi data-mjx-variant="-tex-calligraphic">ℋ</mi></mrow><mo>&#x2032;</mo></msup><mo stretchy="false">&#x003A;</mo><mo stretchy="false">|</mo><mi mathvariant="normal">&#x03A8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">=</mo><mo stretchy="false">|</mo><mi>&#x03C8;</mi><mo stretchy="false">&#x27E9;</mo><mo stretchy="false">&#x2297;</mo><mo stretchy="false">|</mo><mi>&#x03C7;</mi><mo stretchy="false">&#x27E9;</mo></mstyle></mrow></math>
quantum entanglement	studied by	quantum mechanics	Q215675	P2579	http://www.wikidata.org/entity/Q944
quantum entanglement	Google Knowledge Graph ID	/g/125n1wy9d	Q215675	P2671	/g/125n1wy9d
quantum entanglement	Stanford Encyclopedia of Philosophy ID	qt-entangle	Q215675	P3123	qt-entangle
quantum entanglement	Treccani ID	entanglement	Q215675	P3365	entanglement
quantum entanglement	Quora topic ID	Quantum-Entanglement	Q215675	P3417	Quantum-Entanglement
quantum entanglement	JSTOR topic ID (archived)	quantum-entanglement	Q215675	P3827	quantum-entanglement
quantum entanglement	nLab ID	entanglement	Q215675	P4215	entanglement
quantum entanglement	Great Norwegian Encyclopedia ID	sammenfiltring	Q215675	P4342	sammenfiltring
quantum entanglement	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q215675	P5008	http://www.wikidata.org/entity/Q6173448
quantum entanglement	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Bell%20test%20for%20entangled%20qubits.svg	Q215675	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Bell%20test%20for%20entangled%20qubits.svg
quantum entanglement	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/Entangled%20spins.svg	Q215675	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/Entangled%20spins.svg
quantum entanglement	maintained by WikiProject	WikiProject Mathematics	Q215675	P6104	http://www.wikidata.org/entity/Q8487137
quantum entanglement	maintained by WikiProject	WikiProject Physics	Q215675	P6104	http://www.wikidata.org/entity/Q8487193
quantum entanglement	Microsoft Academic ID (discontinued)	104434177	Q215675	P6366	104434177
quantum entanglement	Microsoft Academic ID (discontinued)	121040770	Q215675	P6366	121040770
quantum entanglement	Brilliant Wiki ID	quantum-entanglement	Q215675	P6564	quantum-entanglement
quantum entanglement	RationalWiki ID	Quantum_entanglement	Q215675	P7775	Quantum_entanglement
quantum entanglement	National Library of Israel J9U ID	987007570576305171	Q215675	P8189	987007570576305171
quantum entanglement	Lex ID	Entanglement	Q215675	P8313	Entanglement
quantum entanglement	Namuwiki ID	양자 얽힘	Q215675	P8885	양자 얽힘
quantum entanglement	OpenAlex ID	C104434177	Q215675	P10283	C104434177
quantum entanglement	OpenAlex ID	C121040770	Q215675	P10283	C121040770
quantum entanglement	ScienceDirect topic ID	chemistry/quantum-entanglement	Q215675	P10376	chemistry/quantum-entanglement
quantum entanglement	ScienceDirect topic ID	physics-and-astronomy/quantum-entanglement	Q215675	P10376	physics-and-astronomy/quantum-entanglement
quantum entanglement	Encyclopedia of China (Third Edition) ID	215693	Q215675	P10565	215693
quantum entanglement	Gran Enciclopèdia Catalana ID	entrellacament-quantic	Q215675	P12385	entrellacament-quantic
quantum entanglement	characteristic of	quantum mechanics	Q215675	P13044	http://www.wikidata.org/entity/Q944
quantum entanglement	Yale LUX ID	concept/931a300a-41f6-4641-8870-671e774727e5	Q215675	P13591	concept/931a300a-41f6-4641-8870-671e774727e5
Planck constant	image	http://commons.wikimedia.org/wiki/Special:FilePath/U%2B210E.svg	Q122894	P18	http://commons.wikimedia.org/wiki/Special:FilePath/U%2B210E.svg
Planck constant	instance of	physical constant	Q122894	P31	http://www.wikidata.org/entity/Q173227
Planck constant	instance of	action	Q122894	P31	http://www.wikidata.org/entity/Q846785
Planck constant	instance of	UCUM constant	Q122894	P31	http://www.wikidata.org/entity/Q83155724
Planck constant	discoverer or inventor	Max Planck	Q122894	P61	http://www.wikidata.org/entity/Q9021
Planck constant	measured physical quantity	action	Q122894	P111	http://www.wikidata.org/entity/Q846785
Planck constant	named after	Max Planck	Q122894	P138	http://www.wikidata.org/entity/Q9021
Planck constant	GND ID	4174790-2	Q122894	P227	4174790-2
Planck constant	Commons category	Planck constant	Q122894	P373	Planck constant
Planck constant	pronunciation audio	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q9610%20%28ben%29-Tahmid-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%B0%20%E0%A6%A7%E0%A7%8D%E0%A6%B0%E0%A7%81%E0%A6%AC%E0%A6%95.wav	Q122894	P443	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q9610%20%28ben%29-Tahmid-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%99%E0%A7%8D%E0%A6%95%E0%A7%87%E0%A6%B0%20%E0%A6%A7%E0%A7%8D%E0%A6%B0%E0%A7%81%E0%A6%AC%E0%A6%95.wav
Planck constant	time of discovery or invention	1901-01-01T00:00:00Z	Q122894	P575	1901-01-01T00:00:00Z
Planck constant	Freebase ID	/m/09lbb	Q122894	P646	/m/09lbb
Planck constant	Dewey Decimal Classification	530.81	Q122894	P1036	530.81
Planck constant	numeric value	0.000000000000000000000000000000000662607015	Q122894	P1181	0.000000000000000000000000000000000662607015
Planck constant	Gran Enciclopèdia Catalana ID (former scheme)	0051399	Q122894	P1296	0051399
Planck constant	Encyclopædia Britannica Online ID	science/Plancks-constant	Q122894	P1417	science/Plancks-constant
Planck constant	NIST/CODATA ID	h	Q122894	P1645	h
Planck constant	different from	reduced Planck constant	Q122894	P1889	http://www.wikidata.org/entity/Q2115969
Planck constant	different from	molar Planck constant	Q122894	P1889	http://www.wikidata.org/entity/Q109366037
Planck constant	defining formula	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>E</mi><mo stretchy="false">=</mo><mi>h</mi><mo stretchy="false">⋅</mo><mi>ν</mi><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mi>h</mi><mo stretchy="false">⋅</mo><mi>c</mi></mrow></mrow><mrow data-mjx-texclass="ORD"><mi>λ</mi></mrow></mfrac></mrow></mstyle></mrow></math>	Q122894	P2534	<math xmlns="http://www.w3.org/1998/Math/MathML" class="mwe-math-element mwe-math-element-inline"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>E</mi><mo stretchy="false">=</mo><mi>h</mi><mo stretchy="false">⋅</mo><mi>ν</mi><mo stretchy="false">=</mo><mrow data-mjx-texclass="ORD"><mfrac><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mi>h</mi><mo stretchy="false">⋅</mo><mi>c</mi></mrow></mrow><mrow data-mjx-texclass="ORD"><mi>λ</mi></mrow></mfrac></mrow></mstyle></mrow></math>
